assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Melinis minutiflora,,Whole (>90%),Rapid Declines,,Ongoing,
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Leucaena leucocephala,,Whole (>90%),Rapid Declines,,Ongoing,
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Lantana camara,,Whole (>90%),Rapid Declines,,Ongoing,
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified Opuntia,,Whole (>90%),Rapid Declines,,Ongoing,
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Grevillea robusta,,Whole (>90%),Rapid Declines,,Ongoing,
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified Pinus,,Whole (>90%),Rapid Declines,,Ongoing,
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Psidium cattleianum,,Whole (>90%),Rapid Declines,,Ongoing,
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified Andropogon,,Whole (>90%),Rapid Declines,,Ongoing,
115509811,80224047,Wilkesia hobdyi,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Stachytarpheta jamaicensis,,Whole (>90%),Rapid Declines,,Ongoing,
115510171,80229156,Dubautia kalalauensis,8.1.1,Unspecified species,1.2|2.1|2.3.2,Ecosystem degradation|Species mortality|Competition,,,,,,,Ongoing,
115510171,80229156,Dubautia kalalauensis,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Feral,Capra hircus,,,,,Ongoing,
115510171,80229156,Dubautia kalalauensis,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Feral,Sus domesticus,,,,,Ongoing,
115510429,80229184,Dubautia kenwoodii,8.2.1,Unspecified species,2.3.1,Hybridisation,,,,,,,Ongoing,
115510429,80229184,Dubautia kenwoodii,8.1.1,Unspecified species,1.2|2.3.2,Ecosystem degradation|Competition,,,,,,,Ongoing,
115510429,80229184,Dubautia kenwoodii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Erigeron karvinskianum,,,,,Ongoing,
115510429,80229184,Dubautia kenwoodii,10.3,Avalanches/landslides,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
115510429,80229184,Dubautia kenwoodii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Lantana camara,,,,,Ongoing,
115510429,80229184,Dubautia kenwoodii,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Feral,Capra hircus,,,,,Ongoing,
115510429,80229184,Dubautia kenwoodii,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Ongoing,
115510429,80229184,Dubautia kenwoodii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Kalanchoe pinnata,,,,,Ongoing,
115510680,80229274,Sadleria wagneriana,8.2.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Feral,Sus domesticus,,,,,Ongoing,
115510680,80229274,Sadleria wagneriana,8.2.2,Named species,2.3.2,Competition,,Psidium cattleianum,,,,,Ongoing,
115510680,80229274,Sadleria wagneriana,8.2.2,Named species,2.3.2,Competition,,Hedychium gardnerianum,,,,,Ongoing,
115510680,80229274,Sadleria wagneriana,8.2.2,Named species,2.3.2,Competition,,Rubus argutus,,,,,Ongoing,
115510680,80229274,Sadleria wagneriana,8.1.1,Unspecified species,1.2|2.1|2.3.2,Ecosystem degradation|Species mortality|Competition,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
115510680,80229274,Sadleria wagneriana,8.2.2,Named species,2.3.2,Competition,,Cyathea cooperi,,,,,Ongoing,
115510951,80230301,Lepidium orbiculare,10.3,Avalanches/landslides,1.2,Ecosystem degradation,,,,,,,Ongoing,
115510951,80230301,Lepidium orbiculare,8.1.1,Unspecified species,1.2|2.3.2,Ecosystem degradation|Competition,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
115510951,80230301,Lepidium orbiculare,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Melinis minutiflora,,,,,Ongoing,
115510951,80230301,Lepidium orbiculare,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Ongoing,
115510951,80230301,Lepidium orbiculare,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Stachytarpheta jamaicensis,,,,,Ongoing,
115511187,80230488,Cyanea kuhihewa,8.1.1,Unspecified species,1.2|2.3.2,Ecosystem degradation|Competition,,,,,,,Ongoing,
115511187,80230488,Cyanea kuhihewa,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Clidemia hirta,,,,,Ongoing,
115511187,80230488,Cyanea kuhihewa,11.5,Other impacts,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),Very Rapid Declines,,"Past, Likely to Return",
115511371,80230525,Schiedea attenuata,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified Erigeron,,Whole (>90%),Rapid Declines,,Ongoing,
115511371,80230525,Schiedea attenuata,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Rubus argutus,,Whole (>90%),Rapid Declines,,Ongoing,
115511371,80230525,Schiedea attenuata,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified Setaria,,Whole (>90%),Rapid Declines,,Ongoing,
115511371,80230525,Schiedea attenuata,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified Kalanchoe,,Whole (>90%),Rapid Declines,,Ongoing,
115511371,80230525,Schiedea attenuata,10.3,Avalanches/landslides,1.2|2.1,Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
115511371,80230525,Schiedea attenuata,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Lantana camara,,Whole (>90%),Rapid Declines,,Ongoing,
115511371,80230525,Schiedea attenuata,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Feral,Capra hircus,,Whole (>90%),Rapid Declines,,Ongoing,
115511371,80230525,Schiedea attenuata,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified Verbena,,Whole (>90%),Rapid Declines,,Ongoing,
115511371,80230525,Schiedea attenuata,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified Lythrum,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Juncus planifolius,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Passiflora tarminiana,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Feral,Capra hircus,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Cyathea cooperi,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Cyperus meyenianus,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Feral,Sus domesticus,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Hedychium gardnerianum,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Paspalum urvillei,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Erigeron karvinskianum,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Rubus rosifolius,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.1,Unspecified species,1.2|2.3.2,Ecosystem degradation|Competition,,,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Psidium cattleianum,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,Odocoileus hemionus,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Buddleja asiatica,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Axonopus fissifolius,,Whole (>90%),Rapid Declines,,Ongoing,
115511697,80230597,Schiedea lychnoides,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Rubus argutus,,Whole (>90%),Rapid Declines,,Ongoing,
115513161,80232294,Stenogyne kealiae,8.1.2,Named species,2.1|2.2|2.3.7,Species mortality|Species disturbance|Reduced reproductive success,,Unspecified GASTROPODA,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
115513161,80232294,Stenogyne kealiae,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
115513161,80232294,Stenogyne kealiae,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Feral,Sus domesticus,,Whole (>90%),Very Rapid Declines,,Ongoing,
115513161,80232294,Stenogyne kealiae,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Rubus argutus,,Whole (>90%),Very Rapid Declines,,Ongoing,
115513161,80232294,Stenogyne kealiae,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Rapid Declines,,Ongoing,
115513161,80232294,Stenogyne kealiae,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Clidemia hirta,,Whole (>90%),Very Rapid Declines,,Ongoing,
115513161,80232294,Stenogyne kealiae,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Lantana camara,,Whole (>90%),Rapid Declines,,Ongoing,
115513161,80232294,Stenogyne kealiae,8.1.1,Unspecified species,1.2|2.2|2.3.2|2.3.7,Ecosystem degradation|Species disturbance|Competition|Reduced reproductive success,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
115513161,80232294,Stenogyne kealiae,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,Odocoileus hemionus,,Whole (>90%),Very Rapid Declines,,Ongoing,
116337224,194521,Betula pubescens,7.3,Other ecosystem modifications,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
116337224,194521,Betula pubescens,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
116337224,194521,Betula pubescens,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Future,
120745329,33606,Mezoneuron kavaiense,5.2.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,,,,,,,Ongoing,
120745329,33606,Mezoneuron kavaiense,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
120745329,33606,Mezoneuron kavaiense,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,Ongoing,
120745329,33606,Mezoneuron kavaiense,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,,,,Ongoing,
120745329,33606,Mezoneuron kavaiense,8.1.2,Named species,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Feral,Capra hircus,,,,,Ongoing,
120745329,33606,Mezoneuron kavaiense,8.1.2,Named species,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Feral,Bos taurus,,,,,Ongoing,
120745329,33606,Mezoneuron kavaiense,8.1.2,Named species,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Feral,Sus domesticus,,,,,Ongoing,
121435805,152093,Ariocarpus fissuratus,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Unknown,"Slow, Significant Declines",,Ongoing,
121438670,40961,Astrophytum asterias,8.2.2,Named species,"","",,Cenchrus ciliaris,,,,,,
121438670,40961,Astrophytum asterias,8.2.2,Named species,"","",,Unspecified Spermophilus,,,,,,
121438670,40961,Astrophytum asterias,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,,,,Ongoing,
121438670,40961,Astrophytum asterias,8.2.2,Named species,"","",,Unspecified CERAMBYCIDAE,,,,,,
121438670,40961,Astrophytum asterias,8.2.2,Named species,"","",,Unspecified Sylvilagus,,,,,,
121438670,40961,Astrophytum asterias,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
121439029,46517,Brasiliopuntia brasiliensis,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121439029,46517,Brasiliopuntia brasiliensis,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
121439029,46517,Brasiliopuntia brasiliensis,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121439029,46517,Brasiliopuntia brasiliensis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121439029,46517,Brasiliopuntia brasiliensis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121439029,46517,Brasiliopuntia brasiliensis,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121440161,62363,Coryphantha robustispina,3.2,Mining & quarrying,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
121440333,62364,Epithelantha micromeris,2.1.2,Small-holder farming,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121440333,62364,Epithelantha micromeris,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,,,,Ongoing,
121440514,151193,Echinocereus poselgeri,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Whole (>90%),Causing/Could cause fluctuations,,Ongoing,
121444783,151819,Echinocereus fasciculatus,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,,,,Ongoing,
121444783,151819,Echinocereus fasciculatus,1.1,Housing & urban areas,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121447511,151886,Echinocereus reichenbachii,2.3.2,"Small-holder grazing, ranching or farming","","",,,,,,,Ongoing,
121447511,151886,Echinocereus reichenbachii,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
121447511,151886,Echinocereus reichenbachii,7.1.1,Increase in fire frequency/intensity,"","",,,,,,,Ongoing,
121450287,151936,Cylindropuntia californica,1.2,Commercial & industrial areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121450287,151936,Cylindropuntia californica,1.1,Housing & urban areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121452534,151980,Bergerocactus emoryi,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,"Past, Unlikely to Return",
121452534,151980,Bergerocactus emoryi,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),,,Ongoing,
121452534,151980,Bergerocactus emoryi,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121454316,152015,Corynopuntia pulchella,6.1,Recreational activities,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121454616,152021,Echinocereus papillosus,1.1,Housing & urban areas,"","",,,,,,,,
121455943,152048,Echinocereus pectinatus,8.2,Problematic native species/diseases,2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
121455943,152048,Echinocereus pectinatus,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Negligible declines,,Ongoing,
121455943,152048,Echinocereus pectinatus,7.1.3,Trend Unknown/Unrecorded,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121456482,152053,Echinocactus horizonthalonius,2.3.2,"Small-holder grazing, ranching or farming",1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121456482,152053,Echinocactus horizonthalonius,1.1,Housing & urban areas,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121457023,152059,Echinocereus pentalophus,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121457023,152059,Echinocereus pentalophus,2.3.1,Nomadic grazing,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121457365,152066,Echinocereus rigidissimus,2.1.2,Small-holder farming,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121457365,152066,Echinocereus rigidissimus,2.3.2,"Small-holder grazing, ranching or farming",1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121463477,152221,Echinocactus polycephalus,1.1,Housing & urban areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121463477,152221,Echinocactus polycephalus,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),,,Ongoing,
121464227,152239,Echinocereus dasyacanthus,5.2.1,Intentional use (species is the target),"","",,,,,,,Ongoing,
121464528,152246,Cylindropuntia prolifera,1.2,Commercial & industrial areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121464528,152246,Cylindropuntia prolifera,1.1,Housing & urban areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121468353,152305,Echinocereus arizonicus,3.2,Mining & quarrying,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121468510,152307,Cylindropuntia davisii,2.1.4,Scale Unknown/Unrecorded,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121470599,152355,Echinocereus berlandieri,2.3.2,"Small-holder grazing, ranching or farming","","",,,,,,,Ongoing,
121470599,152355,Echinocereus berlandieri,1.1,Housing & urban areas,"","",,,,,,,Ongoing,
121475345,152453,Epithelantha bokei,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Unknown,,Ongoing,
121476885,152495,Carnegiea gigantea,5.2.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,,,,,,,Ongoing,
121476885,152495,Carnegiea gigantea,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121476885,152495,Carnegiea gigantea,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121476885,152495,Carnegiea gigantea,8.1.2,Named species,1.2|2.1|2.2|2.3.2,Ecosystem degradation|Species mortality|Species disturbance|Competition,,Cenchrus ciliaris,,,,,Ongoing,
121476885,152495,Carnegiea gigantea,7.1.1,Increase in fire frequency/intensity,"","",,,,,,,Ongoing,
121476885,152495,Carnegiea gigantea,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121477560,152528,Coryphantha sulcata,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,,,,Ongoing,
121477560,152528,Coryphantha sulcata,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121477560,152528,Coryphantha sulcata,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,,,,,,,Ongoing,
121477560,152528,Coryphantha sulcata,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121477750,152534,Cylindropuntia spinosior,8.4.2,Named species,2.2,Species disturbance,,Dactylopius tomentosus,,Unknown,Unknown,,Unknown,
121478141,152538,Coryphantha nickelsiae,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121478141,152538,Coryphantha nickelsiae,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121481119,152613,Corynopuntia clavata,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.1,Ecosystem degradation|Species mortality,,,,,Negligible declines,,Ongoing,
121481119,152613,Corynopuntia clavata,2.1.2,Small-holder farming,1.1|2.1,Ecosystem conversion|Species mortality,,,,,Negligible declines,,Ongoing,
121482870,152655,Coryphantha difficilis,2.3.1,Nomadic grazing,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
121483790,152673,Corynopuntia parishiorum,3.3,Renewable energy,1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),Negligible declines,,Future,
121484139,152682,Echinocereus fendleri,2.3.1,Nomadic grazing,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
121484139,152682,Echinocereus fendleri,4.2,Utility & service lines,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
121484139,152682,Echinocereus fendleri,7.1.1,Increase in fire frequency/intensity,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
121484139,152682,Echinocereus fendleri,4.1,Roads & railroads,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
121487332,152764,Echinocereus nicholii,3.2,Mining & quarrying,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121488318,152784,Echinocereus russanthus,2.3.2,"Small-holder grazing, ranching or farming",1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121488318,152784,Echinocereus russanthus,2.1.2,Small-holder farming,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121491259,152845,Echinocereus bonkerae,3.2,Mining & quarrying,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
121491259,152845,Echinocereus bonkerae,2.3.2,"Small-holder grazing, ranching or farming",2.1,Species mortality,,,,,,,Ongoing,
121492205,152860,Cylindropuntia wolfii,4.1,Roads & railroads,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,"Past, Unlikely to Return",
121493754,152898,Echinocereus engelmannii,1.1,Housing & urban areas,1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),,,Ongoing,
121493754,152898,Echinocereus engelmannii,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),,,Ongoing,
121494104,152902,Echinocereus ledingii,7.1.1,Increase in fire frequency/intensity,2.1,Species mortality,,,,,,,Ongoing,
121494589,152915,Echinocereus santaritensis,3.2,Mining & quarrying,1.2,Ecosystem degradation,,,,,,,Ongoing,
121494589,152915,Echinocereus santaritensis,7.1.1,Increase in fire frequency/intensity,"","",,,,,,,Ongoing,
121503951,151197,Mammillaria lasiacantha,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,,,,Ongoing,
121507984,151766,Escobaria hesteri,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Negligible declines,,Ongoing,
121508124,151769,Mammillaria mainiae,8.1.2,Named species,1.3|2.1,Indirect ecosystem effects|Species mortality,,Cenchrus ciliaris,,,,,Ongoing,
121509902,151830,Ferocactus emoryi,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121510797,151844,Escobaria missouriensis,7.1.1,Increase in fire frequency/intensity,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),,,"Past, Unlikely to Return",
121510797,151844,Escobaria missouriensis,2.1.2,Small-holder farming,1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),,,"Past, Unlikely to Return",
121512450,151890,Ferocactus viridescens,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121512450,151890,Ferocactus viridescens,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
121515326,151962,Lophophora williamsii,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
121515326,151962,Lophophora williamsii,2.3.2,"Small-holder grazing, ranching or farming",1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
121516006,151969,Neolloydia conoidea,2.3.2,"Small-holder grazing, ranching or farming",2.1|2.2,Species mortality|Species disturbance,,,,,,,Ongoing,
121516006,151969,Neolloydia conoidea,2.3.1,Nomadic grazing,2.1|2.2,Species mortality|Species disturbance,,,,,,,Ongoing,
121519210,152037,Ferocactus wislizeni,1.1,Housing & urban areas,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
121519210,152037,Ferocactus wislizeni,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,,,,Ongoing,
121524270,152157,Escobaria dasyacantha,5.2.1,Intentional use (species is the target),"","",,,,,Negligible declines,,Ongoing,
121528680,152256,Harrisia gracilis,11.5,Other impacts,"","",,,,Unknown,Unknown,,Future,
121528680,152256,Harrisia gracilis,11.4,Storms & flooding,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Whole (>90%),Very Rapid Declines,,"Past, Likely to Return",
121528680,152256,Harrisia gracilis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
